time/fps,time/iterations,time/time_elapsed,time/total_timesteps,train/policy_gradient_loss,train/clip_range,train/loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/approx_kl,train/n_updates,train/explained_variance,train/value_loss
405,54,272,110592,-0.06533110094605946,0.2,-0.10499304533004761,0.37119140625,0.0003,-0.4363371296785772,0.20976163,530,0.3794328570365906,0.029957638801715803
404,55,278,112640,-0.05843517032917589,0.2,-0.09387960284948349,0.380224609375,0.0003,-0.45959411514922976,0.19559988,540,-0.6686248779296875,0.04834602102491772
404,56,283,114688,-0.055622503202175724,0.2,-0.0873894989490509,0.361083984375,0.0003,-0.441419901419431,0.2008967,550,0.03366273641586304,0.03514723325206433
404,57,288,116736,-0.053254529664991425,0.2,-0.06185884028673172,0.34951171875,0.0003,-0.41839908668771386,0.18934307,560,-0.05257534980773926,0.04785976563434815
404,58,293,118784,-0.05805679553013761,0.2,-0.06994163244962692,0.353369140625,0.0003,-0.4051938929595053,0.21564476,570,0.2322084903717041,0.04758319107058924
404,59,298,120832,-0.05849167479609605,0.2,-0.0752229318022728,0.361865234375,0.0003,-0.4158560219220817,0.1944724,580,0.31191396713256836,0.09320450486848131
404,60,303,122880,-0.06578893339610659,0.2,-0.07932839542627335,0.373974609375,0.0003,-0.4133060133084655,0.25509694,590,0.39114707708358765,0.04565596980828559
402,61,310,124928,-0.056802513284492304,0.2,-0.0747990533709526,0.345556640625,0.0003,-0.4021210568025708,0.196471,600,-0.6737461090087891,0.035037333793297876
401,62,315,126976,-0.05918551402282901,0.2,-0.08893357217311859,0.3486328125,0.0003,-0.38690465986728667,0.22235027,610,0.24594193696975708,0.034910526187741195
401,63,321,129024,-0.048411250187200494,0.2,-0.07312033325433731,0.342431640625,0.0003,-0.3897395567968488,0.16538033,620,-0.36469173431396484,0.04559915021818597
401,64,326,131072,-0.052834164517116734,0.2,-0.07840217649936676,0.3515625,0.0003,-0.3968217346817255,0.21673572,630,0.4815598130226135,0.03802979968022555
400,65,332,133120,-0.05573716905200854,0.2,-0.08474812656641006,0.331005859375,0.0003,-0.3761694368906319,0.21156442,640,0.4265561103820801,0.058280610834481196
399,66,338,135168,-0.05343702735845,0.2,-0.07983913272619247,0.3125,0.0003,-0.37220193753018976,0.1703818,650,-0.056969642639160156,0.06677372673875652
398,67,344,137216,-0.055043980883783664,0.2,-0.07736080884933472,0.35712890625,0.0003,-0.3853955530561507,0.22426951,660,0.16603010892868042,0.06598600780998823
397,68,350,139264,-0.0516489149275003,0.2,-0.07526879757642746,0.314990234375,0.0003,-0.36825760193169116,0.18816878,670,0.009826362133026123,0.051554874118301085
396,69,356,141312,-0.05077893204288557,0.2,-0.0663367360830307,0.3193359375,0.0003,-0.3723041996359825,0.21074884,680,-0.058458924293518066,0.034444534407521134
396,70,361,143360,-0.054803106827603185,0.2,-0.08644406497478485,0.33876953125,0.0003,-0.38475827779620886,0.20883968,690,-0.06715357303619385,0.0374507630156586
396,71,366,145408,-0.04982824657636229,0.2,-0.0937243103981018,0.362744140625,0.0003,-0.41921571027487514,0.18373753,700,0.3482058644294739,0.038590984241454865
395,72,372,147456,-0.05804901864903513,0.2,-0.08360923081636429,0.36845703125,0.0003,-0.38610033690929413,0.26218545,710,0.3403281569480896,0.044176218725624494
395,73,377,149504,-0.05421479094366077,0.2,-0.09934307634830475,0.350927734375,0.0003,-0.3875299154780805,0.22789474,720,0.09045028686523438,0.046225061643053775
393,74,385,151552,-0.04831202333443798,0.2,-0.08101829141378403,0.31015625,0.0003,-0.3574102090205997,0.19814944,730,0.40522313117980957,0.09505374888540245
391,75,392,153600,-0.060611520282691345,0.2,-0.07950302213430405,0.353564453125,0.0003,-0.3651354375295341,0.24608274,740,0.10528069734573364,0.06232057151792105
391,76,397,155648,-0.0544961569015868,0.2,-0.09817775338888168,0.338818359375,0.0003,-0.3488629446364939,0.26928324,750,-0.09755003452301025,0.049455454132112206
390,77,404,157696,-0.056517945378436706,0.2,-0.08529473841190338,0.3451171875,0.0003,-0.37239783015102146,0.21531934,760,-0.5828912258148193,0.03546237528353231
388,78,410,159744,-0.05588646035757847,0.2,-0.08552758395671844,0.340869140625,0.0003,-0.38410055423155426,0.229555,770,-0.18945002555847168,0.05119835730292834
388,79,416,161792,-0.04668472688645124,0.2,-0.052578672766685486,0.3544921875,0.0003,-0.39093239810317754,0.21967867,780,-0.012244105339050293,0.04240620800992474
388,80,421,163840,-0.05237080133811105,0.2,-0.04242933541536331,0.342822265625,0.0003,-0.3767391301691532,0.22559753,790,0.18988037109375,0.042391415788733865
387,81,427,165888,-0.05498271304240916,0.2,-0.07810549437999725,0.35263671875,0.0003,-0.38397216573357584,0.20077834,800,0.2907695174217224,0.046262267541897016
387,82,433,167936,-0.04939684941782616,0.2,-0.0506785549223423,0.322509765625,0.0003,-0.3635186028666794,0.2168397,810,0.5264705419540405,0.09810765894653742
387,83,438,169984,-0.05994663171004504,0.2,-0.08120349049568176,0.338818359375,0.0003,-0.35188826476223767,0.26959044,820,0.23141580820083618,0.05800089122785721
387,84,443,172032,-0.051656566094607115,0.2,-0.0734822079539299,0.337353515625,0.0003,-0.368003851082176,0.22479558,830,0.18404620885849,0.040607242241094355
387,85,448,174080,-0.05700615387759171,0.2,-0.09258349239826202,0.340771484375,0.0003,-0.36029710732400416,0.21105921,840,0.01625150442123413,0.03160703440225916
388,86,453,176128,-0.05368389390059747,0.2,-0.06389237195253372,0.353564453125,0.0003,-0.3822417868301272,0.20949522,850,0.026195883750915527,0.04413154455542099
387,87,459,178176,-0.05370460752164945,0.2,-0.06548355519771576,0.352099609375,0.0003,-0.38366159573197367,0.21410027,860,0.26499319076538086,0.03853501125413459
388,88,464,180224,-0.05434612962417305,0.2,-0.07222621142864227,0.355419921875,0.0003,-0.3901742834597826,0.23080014,870,0.22003918886184692,0.05358483019808773
387,89,470,182272,-0.05073584407800809,0.2,-0.04410301521420479,0.313916015625,0.0003,-0.33893294651061295,0.20147362,880,0.2842915654182434,0.04603964771376923
387,90,475,184320,-0.05569793711765669,0.2,-0.0718168094754219,0.3404296875,0.0003,-0.36005969662219284,0.22560686,890,0.42098677158355713,0.07992177932173945
386,91,481,186368,-0.055505450602504426,0.2,-0.07068552821874619,0.338427734375,0.0003,-0.3425409131683409,0.25615454,900,0.23450255393981934,0.06388064501807093
385,92,488,188416,-0.05051707715902012,0.2,-0.05572985112667084,0.326513671875,0.0003,-0.3736014999449253,0.22640024,910,0.12625378370285034,0.03341821720241569
384,93,494,190464,-0.054586070514051246,0.2,-0.08501116186380386,0.33046875,0.0003,-0.33768122442997994,0.24136758,920,0.1033639907836914,0.04689300118479878
384,94,500,192512,-0.04980239006399643,0.2,-0.08886675536632538,0.361865234375,0.0003,-0.3935293254442513,0.22214428,930,-0.07981538772583008,0.05127827161049936
384,95,505,194560,-0.05035834137524944,0.2,-0.058617234230041504,0.3419921875,0.0003,-0.39004799760878084,0.20143583,940,0.016239285469055176,0.050989365472923966
384,96,511,196608,-0.04987548212811817,0.2,-0.07750064879655838,0.32197265625,0.0003,-0.35570537894964216,0.19689679,950,0.03945380449295044,0.07589754550717771
384,97,516,198656,-0.05203459257609211,0.2,-0.07620164006948471,0.32431640625,0.0003,-0.333191437786445,0.2175788,960,0.16888821125030518,0.059278751478996125
384,98,522,200704,-0.05701327382703312,0.2,-0.07015462964773178,0.337646484375,0.0003,-0.36191761433146896,0.25574616,970,0.3398091793060303,0.0660359828179935
384,99,527,202752,-0.05396565239934716,0.2,-0.08293383568525314,0.32666015625,0.0003,-0.3451604266650975,0.24533308,980,0.4631803631782532,0.04357012052641949
384,100,532,204800,-0.05015080676821526,0.2,-0.067197784781456,0.30419921875,0.0003,-0.3274708106648177,0.22102901,990,0.006280958652496338,0.0350232152530225
384,101,537,206848,-0.05736016694281716,0.2,-0.09497668594121933,0.344140625,0.0003,-0.35382976331748067,0.27335227,1000,-0.137823224067688,0.042997011232364456
385,102,542,208896,-0.04824268466036301,0.2,-0.09048084914684296,0.341259765625,0.0003,-0.37880757488310335,0.22325566,1010,0.05064690113067627,0.04343545750307385
385,103,547,210944,-0.05007682410941925,0.2,-0.07286683470010757,0.335693359375,0.0003,-0.3620233972556889,0.21592435,1020,0.5532594323158264,0.0634689630183857
385,104,552,212992,-0.05175786391482688,0.2,-0.09057604521512985,0.313134765625,0.0003,-0.34510506857186557,0.21095467,1030,-0.13308358192443848,0.06052999799430836
385,105,557,215040,-0.05482277667033486,0.2,-0.05788001790642738,0.34111328125,0.0003,-0.35789223313331603,0.26281607,1040,0.5665191411972046,0.053826312006276564
385,106,562,217088,-0.055116090064984746,0.2,-0.046852849423885345,0.315087890625,0.0003,-0.319973794836551,0.25919586,1050,0.23692452907562256,0.061534827093419155
385,107,568,219136,-0.05220855974184815,0.2,-0.05107925832271576,0.33544921875,0.0003,-0.34615974901244045,0.23675874,1060,0.10244160890579224,0.04263388490362559
385,108,573,221184,-0.054544176181661894,0.2,-0.09225199371576309,0.319970703125,0.0003,-0.3324018808081746,0.19817144,1070,-0.26285994052886963,0.027470445835206192
385,109,579,223232,-0.05102147061843425,0.2,-0.05705324932932854,0.335693359375,0.0003,-0.34223845321685076,0.22807243,1080,-0.21533632278442383,0.047564540518214925
384,110,585,225280,-0.049093934838310815,0.2,-0.0756755992770195,0.35244140625,0.0003,-0.3881115739233792,0.25114465,1090,0.10326939821243286,0.034310494865349025
384,111,591,227328,-0.04970686110318638,0.2,-0.05507613345980644,0.338525390625,0.0003,-0.36553119141608476,0.21505097,1100,0.6660064458847046,0.05569299134222092
383,112,597,229376,-0.05238327445695177,0.2,-0.07390917837619781,0.3220703125,0.0003,-0.34499148321337997,0.19668813,1110,-0.16553282737731934,0.04950674218125641
383,113,603,231424,-0.054909929138375446,0.2,-0.06753197312355042,0.310791015625,0.0003,-0.330581537168473,0.25727814,1120,0.21594154834747314,0.07465414277830859
383,114,608,233472,-0.05798738811572548,0.2,-0.08096088469028473,0.31455078125,0.0003,-0.310620017722249,0.22091213,1130,0.33047980070114136,0.055260004014417066
383,115,613,235520,-0.05069399662024807,0.2,-0.0649958923459053,0.317822265625,0.0003,-0.33578054546378555,0.22687942,1140,-0.19963419437408447,0.04079682005394716
384,116,618,237568,-0.05447604463261087,0.2,-0.08113989233970642,0.332763671875,0.0003,-0.3351080595050007,0.27044868,1150,-0.3586292266845703,0.035360040011437374
384,117,623,239616,-0.045644152676686645,0.2,-0.0892045721411705,0.332763671875,0.0003,-0.3491330317221582,0.26508832,1160,0.04962724447250366,0.04963835319504142
384,118,628,241664,-0.04533361844078172,0.2,-0.07542864233255386,0.311669921875,0.0003,-0.3643766948021948,0.19693676,1170,-0.20306015014648438,0.03294188136351295
384,119,633,243712,-0.04805681282887235,0.2,-0.08679163455963135,0.3205078125,0.0003,-0.3678676995448768,0.18305188,1180,0.6104429960250854,0.05067453670490067
384,120,638,245760,-0.04782166928343941,0.2,-0.06536975502967834,0.318017578125,0.0003,-0.3626657219603658,0.20055196,1190,0.26517629623413086,0.05603968355571851
384,121,643,247808,-0.051996410387801006,0.2,-0.06876357644796371,0.33046875,0.0003,-0.3548583287745714,0.25814116,1200,0.26527082920074463,0.09105584486678708
384,122,649,249856,-0.0506133658986073,0.2,-0.08252731710672379,0.3240234375,0.0003,-0.3292655031196773,0.20924747,1210,-0.32207226753234863,0.057230550574604425
384,123,654,251904,-0.04758893016260117,0.2,-0.07961401343345642,0.321337890625,0.0003,-0.35599028104916214,0.21154872,1220,0.007549762725830078,0.03210305776738096
384,124,660,253952,-0.053559195544221436,0.2,-0.08385101705789566,0.327880859375,0.0003,-0.33623604993335904,0.2754758,1230,-0.5278984308242798,0.037506743663107044
384,125,665,256000,-0.04903729317884427,0.2,-0.061397816985845566,0.32978515625,0.0003,-0.3563142317347229,0.230741,1240,-0.0022580623626708984,0.04790069060982205
384,126,671,258048,-0.05193812260404229,0.2,0.0002036057412624359,0.324755859375,0.0003,-0.3651591232977808,0.21115819,1250,0.6041246056556702,0.039882513586780986
383,127,678,260096,-0.053224253380903974,0.2,-0.09507683664560318,0.319189453125,0.0003,-0.34695555893704294,0.23054129,1260,0.3724864721298218,0.048061499912000726
383,128,683,262144,-0.05026583110156935,0.2,-0.07141922414302826,0.313134765625,0.0003,-0.33730535879731177,0.22565347,1270,0.4987490773200989,0.060475506288639735
383,129,688,264192,-0.05304392740363255,0.2,-0.09073217958211899,0.326806640625,0.0003,-0.3526145085692406,0.2666955,1280,0.2103368043899536,0.07029971347074024
382,130,696,266240,-0.051623657264281066,0.2,-0.06024305522441864,0.313427734375,0.0003,-0.32588015543296933,0.2269126,1290,0.004109382629394531,0.057496700593037534
382,131,702,268288,-0.04950780078652315,0.2,-0.059994690120220184,0.310107421875,0.0003,-0.3335697816219181,0.24904925,1300,-0.10345244407653809,0.03398517729510786
381,132,707,270336,-0.054236267367377876,0.2,-0.045962169766426086,0.322265625,0.0003,-0.3151192486751825,0.242543,1310,-0.27289724349975586,0.03409997099661268
381,133,713,272384,-0.04950840721721761,0.2,-0.08178840577602386,0.33232421875,0.0003,-0.37522326279431584,0.23342483,1320,-0.3786747455596924,0.0543408980302047
381,134,719,274432,-0.04930051499977708,0.2,-0.06255653500556946,0.330419921875,0.0003,-0.33795755365863445,0.26568443,1330,0.7528506517410278,0.05435754935315344
381,135,724,276480,-0.044542550059850326,0.2,-0.051135290414094925,0.309765625,0.0003,-0.32350519341416656,0.24799916,1340,0.4726558327674866,0.06605343671690207
381,136,729,278528,-0.05025565884425305,0.2,-0.06488069146871567,0.318798828125,0.0003,-0.3361156565137208,0.22201279,1350,0.3053297996520996,0.08518771515227855
381,137,735,280576,-0.05379418740922119,0.2,-0.08926692605018616,0.327783203125,0.0003,-0.32657550862059,0.2866776,1360,0.058750927448272705,0.08138249101466499
381,138,740,282624,-0.04486649856553413,0.2,-0.04914150387048721,0.313623046875,0.0003,-0.33345470754429696,0.24182375,1370,0.21747559309005737,0.054290521427174096
381,139,745,284672,-0.04871469521895051,0.2,-0.06775930523872375,0.33740234375,0.0003,-0.3331941183190793,0.24193089,1380,0.22510993480682373,0.038703439985692964
381,140,750,286720,-0.05215876207803376,0.2,-0.0806518942117691,0.325537109375,0.0003,-0.33937430046498773,0.22972375,1390,-0.4932440519332886,0.04076502208772581
382,141,755,288768,-0.041555003763642163,0.2,-0.045095376670360565,0.324267578125,0.0003,-0.37431728672236203,0.20029128,1400,-0.4023313522338867,0.04494146893557627
382,142,761,290816,-0.041325911643798466,0.2,-0.06668823957443237,0.308154296875,0.0003,-0.3435265555977821,0.24090068,1410,0.4847208857536316,0.07765535662183538
382,143,765,292864,-0.054946645762538535,0.2,-0.04433875530958176,0.34423828125,0.0003,-0.37938451766967773,0.23374662,1420,0.190804123878479,0.0632729915829259
382,144,771,294912,-0.053050259227165955,0.2,-0.0712067037820816,0.303515625,0.0003,-0.3275454994291067,0.24954468,1430,0.23151379823684692,0.07808571484929416
382,145,777,296960,-0.0530256863537943,0.2,-0.06917870044708252,0.30673828125,0.0003,-0.3015188813675195,0.28445005,1440,-0.14305508136749268,0.06584418977727183
381,146,782,299008,-0.04692658245767234,0.2,-0.036118604242801666,0.3162109375,0.0003,-0.34508706294000147,1.0502155,1450,-0.19860124588012695,0.052346606468199754
381,147,788,301056,-0.056022828618006316,0.2,-0.07388562709093094,0.335107421875,0.0003,-0.348393782787025,0.23727077,1460,-0.024138927459716797,0.04068984383338829
381,148,794,303104,-0.049007212417200206,0.2,-0.08981245011091232,0.30576171875,0.0003,-0.31803820077329875,0.26270807,1470,-0.4922001361846924,0.050669315809500404
381,149,799,305152,-0.051552957575768235,0.2,-0.07225695252418518,0.330029296875,0.0003,-0.34548293044790623,0.2584426,1480,-0.5386523008346558,0.03959487393440213
381,150,804,307200,-0.04405381985998247,0.2,-0.06851387023925781,0.322412109375,0.0003,-0.33112096395343543,0.27252045,1490,0.4007790684700012,0.08299160071765073
382,151,809,309248,-0.047571184014668685,0.2,-0.05109155923128128,0.314501953125,0.0003,-0.33563336604274807,0.20751806,1500,0.5390234589576721,0.055445237283129244
382,152,814,311296,-0.0483239391585812,0.2,-0.06208155304193497,0.308837890625,0.0003,-0.314773783646524,0.2913106,1510,-0.038504958152770996,0.12738784203538672
382,153,819,313344,-0.045729959884192796,0.2,-0.06785677373409271,0.3029296875,0.0003,-0.2947067483328283,0.27470106,1520,-0.1751922369003296,0.07421692778589203
382,154,824,315392,-0.03913508492260007,0.2,-0.06746610254049301,0.306201171875,0.0003,-0.3220022895373404,0.2421161,1530,0.3606463670730591,0.048697725500096566
382,155,829,317440,-0.05101338686945382,0.2,-0.05328555777668953,0.30986328125,0.0003,-0.30302177774719896,0.32198262,1540,0.20244735479354858,0.04502143959398382
382,156,835,319488,-0.04406805801554583,0.2,-0.03395921736955643,0.31689453125,0.0003,-0.32930335476994516,0.2803328,1550,-0.22207748889923096,0.051620673717116004
382,157,841,321536,-0.04442352462501731,0.2,-0.06619973480701447,0.308203125,0.0003,-0.33053010585717857,0.23727198,1560,0.40988677740097046,0.04036090229346882
382,158,847,323584,-0.04777632144396193,0.2,-0.03877086937427521,0.31767578125,0.0003,-0.3408884746953845,0.26782596,1570,0.6105785369873047,0.06748367674008478
381,159,852,325632,-0.05393424952053465,0.2,-0.0757676437497139,0.320654296875,0.0003,-0.323924767319113,0.23352584,1580,0.5247043967247009,0.07292247235163814
381,160,858,327680,-0.04805720504955389,0.2,-0.048355571925640106,0.31318359375,0.0003,-0.3264569682534784,0.24037835,1590,0.24070298671722412,0.09990421343245544
381,161,864,329728,-0.044749358406988904,0.2,-0.06572695076465607,0.278955078125,0.0003,-0.2807328397873789,0.2234365,1600,0.22250580787658691,0.06282190972997341
381,162,869,331776,-0.042259001964703204,0.2,-0.050067588686943054,0.299609375,0.0003,-0.3182374576572329,0.22594698,1610,0.21018677949905396,0.05302142390573863
381,163,875,333824,-0.0525298385618953,0.2,-0.06679645925760269,0.312109375,0.0003,-0.3011283501982689,0.2739979,1620,-0.09450829029083252,0.03946667700365651
381,164,880,335872,-0.04162575258524157,0.2,-0.07726749032735825,0.320458984375,0.0003,-0.3474535968154669,0.21469133,1630,0.271170973777771,0.043068888067500664
381,165,885,337920,-0.0421164853265509,0.2,-0.06849900633096695,0.30732421875,0.0003,-0.32089239405468106,0.27749845,1640,0.7870863676071167,0.03976319352223072
381,166,891,339968,-0.04979061551275663,0.2,-0.05443301424384117,0.314404296875,0.0003,-0.33010920248925685,0.2410152,1650,0.39595431089401245,0.09510891934623941
381,167,896,342016,-0.0513742963434197,0.2,-0.05950954183936119,0.3056640625,0.0003,-0.32194265103898945,0.2084196,1660,0.1572204828262329,0.06973576560267247
381,168,901,344064,-0.05207649300864432,0.2,-0.06639516353607178,0.319091796875,0.0003,-0.3051536448765546,0.2846502,1670,0.2748703360557556,0.06937225617875811
381,169,906,346112,-0.04424075811402872,0.2,-0.053578998893499374,0.282080078125,0.0003,-0.285299585852772,0.2627931,1680,0.2572627663612366,0.0576149435742991
